"URL","Price","Date","Make","Model","Year","Mileage_in_KM","Transmission","City","Color","Fuel_Type","Class","Body_Style","Cylinder_Count","Engine_Capacity"
"https://www.contactcars.com/en/used-cars/hyundai-accent/babff200a14f","340000","10/27/2025","Hyundai","Accent","2010","205000","Manual","Gharbia","Maroon","Gas","null","Sedan","4","1500CC"
"https://www.contactcars.com/en/used-cars/seat-ateca/74f76cf24f04","1450000","10/27/2025","Seat","ATECA","2019","136000","Automatic","Cairo","Champagne","Gas","null","SUV","","1600CC"
"https://www.contactcars.com/en/used-cars/mercedes-b150/14082522ced6","520000","10/27/2025","Mercedes","B150","2006","278000","Automatic","Cairo","Silver","Gas","null","Hatchback","4","1500CC"
"https://www.contactcars.com/en/used-cars/nissan-tiida/3c032b414949","375000","10/27/2025","Nissan","Tiida","2006","283000","Automatic","Cairo","Black","Gas","null","Sedan","4","1600CC"
"https://www.contactcars.com/en/used-cars/skoda-kodiaq/2a2e32959894","2270000","10/27/2025","Skoda","KODIAQ","2024","28000","Automatic","Cairo","Navy Blue","Gas","null","SUV","4","1400CC"
"https://www.contactcars.com/en/used-cars/chevrolet-aveo/1212db717514","390000","10/27/2025","Chevrolet","Aveo","2009","144000","Manual","Giza","Maroon","Gas","null","Sedan","4","1600CC"
"https://www.contactcars.com/en/used-cars/hyundai-getz/fa9430810ee4","415000","10/27/2025","Hyundai","Getz","2008","166","Automatic","Cairo","Black","Gas","null","Hatchback","4","1600CC"
"https://www.contactcars.com/en/used-cars/mini-cooper/3430db87628f","1150000","10/27/2025","Mini","Cooper","2016","96000","Automatic","Giza","Silver","Gas","null","Hatchback","3","1500CC"
"https://www.contactcars.com/en/used-cars/hyundai-elantra_ad/80b4e4cf0459","995000","10/27/2025","Hyundai","Elantra AD","2025","21000","Automatic","Giza","Silver","Gas","null","Sedan","4","1600CC"
"https://www.contactcars.com/en/used-cars/seat-leon/a013c7d3f8bc","800000","10/27/2025","Seat","Leon","2014","130000","Automatic","Giza","Gray","Gas","null","Hatchback","4","1200CC"
"https://www.contactcars.com/en/used-cars/toyota-corolla/90740e405542","580000","10/27/2025","Toyota","Corolla","2010","240000","Automatic","Cairo","Black","Gas","null","Sedan","4","1600CC"
"https://www.contactcars.com/en/used-cars/bmw-x7/6f09f20923a7","7800000","10/27/2025","BMW","X7","2023","5000","Automatic","Cairo","Black","Gas","null","SUV","","4400CC"
"https://www.contactcars.com/en/used-cars/brilliance-v5/cc82ec9ee975","550000","10/27/2025","Brilliance","V5","2017","257000","Automatic","Qalyubia","White","Gas","null","SUV","4","1600CC"
"https://www.contactcars.com/en/used-cars/mercedes-slc_180/6a6a336c867e","3100000","10/27/2025","Mercedes","SLC 180","2019","30000","Automatic","Cairo","Black","Gas","null","Cabriolet","4","1600CC"
"https://www.contactcars.com/en/used-cars/mercedes-e_180/cc8514bdfc7e","2300000","10/27/2025","Mercedes","E 180","2019","203000","Automatic","Cairo","Silver","Gas","null","Sedan","4","1600CC"
"https://www.contactcars.com/en/used-cars/ford-fusion/7a00d3c4c27c","760000","10/27/2025","Ford","Fusion","2015","233000","Automatic","Cairo","Black","Gas","null","Sedan","4","1500CC"
"https://www.contactcars.com/en/used-cars/mercedes-c180/f488fb605ea5","2270000","10/27/2025","Mercedes","C180","2020","128000","Automatic","Cairo","Navy Blue","Gas","null","Sedan","4","1500CC"
"https://www.contactcars.com/en/used-cars/seat-ateca/07fd48fc44e3","1300000","10/27/2025","Seat","ATECA","2019","150000","Automatic","Cairo","Red","Gas","null","SUV","","1500CC"
"https://www.contactcars.com/en/used-cars/mercedes-c180/2c8d938837a9","370000","10/27/2025","Mercedes","C180","1994","10","Automatic","Cairo","Silver","Gas","null","Sedan","4","1800CC"
"https://www.contactcars.com/en/used-cars/bmw-318i/7f34ed38774c","1300000","10/27/2025","BMW","318i","2018","145000","Automatic","Cairo","Silver","Gas","null","Sedan","3","1500CC"
"https://www.contactcars.com/en/used-cars/mitsubishi-lancer_puma/a727e191c4ba","380000","10/27/2025","Mitsubishi","Lancer Puma","2008","235000","Automatic","Giza","Silver","Gas","null","Sedan","","1600CC"
"https://www.contactcars.com/en/used-cars/audi-a6/25113393f44d","3300000","10/27/2025","Audi","A6","2023","35000","Automatic","Giza","Black","Gas","null","Sedan","4","2000CC"
"https://www.contactcars.com/en/used-cars/toyota-land_cruiser/ac5c62809c10","6750000","10/27/2025","Toyota","Land cruiser","2022","42000","Automatic","Giza","White","Gas","null","SUV","6","3500CC"
"https://www.contactcars.com/en/used-cars/toyota-yaris/3ba3fc2b8a6a","720000","10/27/2025","Toyota","Yaris","2016","94000","Automatic","Cairo","Red","Gas","null","Hatchback","4","1300CC"
"https://www.contactcars.com/en/used-cars/hyundai-accent_rb/45dbba38aa31","640000","10/27/2025","Hyundai","Accent RB","2017","125000","Automatic","Fayoum","Red","Diesel","null","Sedan","4","1600CC"
"https://www.contactcars.com/en/used-cars/ford-fiesta/5fd115506e77","550000","10/27/2025","Ford","Fiesta","2014","124000","Automatic","Cairo","Blue","Gas","null","Hatchback","4","1600CC"
"https://www.contactcars.com/en/used-cars/ford-focus/3aa5b7bd9193","590000","10/27/2025","Ford","Focus","2017","115000","Automatic","Alexandria","Black","Gas","null","Sedan","4","1000CC"
"https://www.contactcars.com/en/used-cars/mercedes-gls_580/d0dd687a0f93","7300000","10/27/2025","Mercedes","GLS 580","2022","12000","Automatic","Dakahlia","White","Gas","null","SUV","","4000CC"
"https://www.contactcars.com/en/used-cars/porsche-cayenne_new/45f28b98e454","2100000","10/27/2025","Porsche","Cayenne New","2008","167000","Automatic","Cairo","Black","Gas","null","SUV","8","4800CC"
"https://www.contactcars.com/en/used-cars/suzuki-new_dzire/455d0c9df4ba","600000","10/27/2025","Suzuki","New Dzire","2022","90000","Manual","Cairo","Silver","Gas","null","Sedan","","1200CC"
"https://www.contactcars.com/en/used-cars/volkswagen-passat/30be062917ab","1450000","10/27/2025","Volkswagen","Passat","2020","98000","Automatic","Cairo","Dark Grey","Gas","null","Sedan","4","1400CC"
"https://www.contactcars.com/en/used-cars/lada-2107/9cb7a13bcd55","90000","10/27/2025","Lada","2107","2009","170000","Manual","Cairo","White","Natural Gas","null","Sedan","4","1500CC"
"https://www.contactcars.com/en/used-cars/daewoo-lanos/083622eb7a0b","280000","10/27/2025","Daewoo","Lanos","2005","338000","Manual","Eastern","Dark Grey","Gas","null","Sedan","4","1500CC"
"https://www.contactcars.com/en/used-cars/bmw-x1/e1b8a6cc2add","1500000","10/27/2025","BMW","X1","2019","120000","Automatic","Cairo","Blue","Gas","null","SUV","4","2000CC"
"https://www.contactcars.com/en/used-cars/nissan-qashqai/61486d1864fd","750000","10/27/2025","Nissan","Qashqai","2017","330000","Automatic","Giza","Gray","Gas","null","Hatchback","4","1200CC"
"https://www.contactcars.com/en/used-cars/mg-hs/6cdc2cd29500","1050000","10/27/2025","MG","HS","2021","195000","Automatic","Cairo","Black","Gas","null","SUV","6","1600CC"
"https://www.contactcars.com/en/used-cars/mitsubishi-lancer/b3c09923d31e","750000","10/27/2025","Mitsubishi","Lancer","2018","192000","Automatic","Cairo","Maroon","Gas","null","Sedan","4","1600CC"
"https://www.contactcars.com/en/used-cars/renault-logan/b23df51d71e4","470000","10/27/2025","Renault","Logan","2019","130000","Automatic","Giza","Brown","Gas","null","Sedan","4","1600CC"
"https://www.contactcars.com/en/used-cars/hyundai-elantra_cn7/a41911e7f419","1070000","10/27/2025","Hyundai","Elantra CN7","2022","58000","Automatic","Cairo","Maroon","Gas","null","Sedan","4","1600CC"
"https://www.contactcars.com/en/used-cars/skoda-rapid/bdcf5f167021","500000","10/27/2025","Skoda","Rapid","2015","330000","Automatic","Cairo","Silver","Gas","null","Sedan","4","1600CC"
"https://www.contactcars.com/en/used-cars/subaru-xv/2db346d7f7b6","1050000","10/27/2025","Subaru","XV","2019","200000","Automatic","Cairo","White","Gas","null","SUV","","1600CC"
"https://www.contactcars.com/en/used-cars/nasr-shahin/5353f8d09aa0","150000","10/27/2025","Nasr","Shahin","2001","20000","Manual","Dakahlia","Silver","Gas","null","Sedan","4","1400CC"
"https://www.contactcars.com/en/used-cars/skoda-kodiaq/ec0621643b9e","2100000","10/27/2025","Skoda","KODIAQ","2021","63000","Automatic","Monufia","Dark Grey","Gas","null","SUV","4","1400CC"
"https://www.contactcars.com/en/used-cars/hyundai-accent/7a7de34aa3fb","200000","10/27/2025","Hyundai","Accent","2006","228","Manual","Cairo","Purple","Gas","null","Sedan","4","1300CC"
"https://www.contactcars.com/en/used-cars/ford-focus/5c2c1ee74c2e","450000","10/27/2025","Ford","Focus","2013","270000","Automatic","Cairo","Navy Blue","Gas","null","Sedan","4","1600CC"
"https://www.contactcars.com/en/used-cars/bmw-318i/24e2ab7e2cfe","980000","10/27/2025","BMW","318i","2017","204000","Automatic","Giza","Silver","Gas","null","Sedan","3","1500CC"
"https://www.contactcars.com/en/used-cars/kia-rio/b60275310a2b","650000","10/27/2025","Kia","Rio","2017","165000","Automatic","Cairo","Gray","Gas","null","Hatchback","4","1400CC"
"https://www.contactcars.com/en/used-cars/toyota-corolla/316c25c6080a","1100000","10/27/2025","Toyota","Corolla","2021","114000","Automatic","Cairo","Baby Blue","Gas","null","Sedan","4","1600CC"
"https://www.contactcars.com/en/used-cars/chery-tiggo_3/8f2f3218e3b7","720000","10/27/2025","Chery","Tiggo 3","2022","77000","Automatic","Giza","Navy Blue","Gas","null","SUV","4","1600CC"
"https://www.contactcars.com/en/used-cars/mercedes-c180/2341970e234c","1930000","10/27/2025","Mercedes","C180","2015","56000","Automatic","Cairo","Silver","Gas","null","Sedan","4","1600CC"
"https://www.contactcars.com/en/used-cars/renault-sandero/9c47920265ec","310000","10/27/2025","Renault","Sandero","2013","181","Manual","Alexandria","Maroon","Gas","null","Hatchback","4","1600CC"
"https://www.contactcars.com/en/used-cars/mini-cooper_s_countryman/ce1a61854100","1400000","10/27/2025","Mini","Cooper S Countryman","2015","120000","Automatic","Giza","Gray","Gas","null","Hatchback","3","1600CC"
"https://www.contactcars.com/en/used-cars/suzuki-baleno/4e85ec860dfe","925000","10/27/2025","Suzuki","Baleno","2024","24000","Automatic","Giza","White","Gas","null","Hatchback","4","1500CC"
"https://www.contactcars.com/en/used-cars/peugeot-3008/56ae3c8609ef","1400000","10/27/2025","Peugeot","3008","2019","112000","Automatic","Giza","Red","Gas","null","SUV","4","1600CC"
"https://www.contactcars.com/en/used-cars/skoda-octavia/92911ebe810c","460000","10/27/2025","Skoda","Octavia","2005","143000","Manual","Alexandria","Blue","Gas","null","Sedan","4","1600CC"
"https://www.contactcars.com/en/used-cars/citroen-c4/dd903e3b7740","495000","10/27/2025","Citroën","C4","2015","214000","Automatic","Cairo","Brown","Gas","null","Hatchback","4","1600CC"
"https://www.contactcars.com/en/used-cars/mini-countryman/cd89c65a13d1","2375000","10/27/2025","Mini","Countryman","2022","6000","Automatic","Cairo","Black","Gas","null","Hatchback","3","1500CC"
"https://www.contactcars.com/en/used-cars/kia-xceed/5b2ca07c4cee","1080000","10/27/2025","Kia","XCeed","2022","87000","Automatic","Cairo","Silver","Gas","null","SUV","","1500CC"
"https://www.contactcars.com/en/used-cars/peugeot-208/aa647c1297d1","550000","10/27/2025","Peugeot","208","2015","97000","Automatic","Cairo","Gray","Gas","null","Hatchback","4","1600CC"
"https://www.contactcars.com/en/used-cars/land_rover-discovery_sport/dcf8aa04822e","2200000","10/27/2025","Land Rover","Discovery Sport","2015","80000","Automatic","Giza","Gray","Gas","null","SUV","4","2000CC"
"https://www.contactcars.com/en/used-cars/skoda-rapid/574ead1f1a15","600000","10/27/2025","Skoda","Rapid","2016","200000","Automatic","Cairo","Silver","Gas","null","SUV","4","1600CC"
"https://www.contactcars.com/en/used-cars/ford-ecosport/10e5439ad307","650000","10/27/2025","Ford","Ecosport","2018","96000","Automatic","Cairo","Blue","Gas","null","SUV","3","1000CC"
"https://www.contactcars.com/en/used-cars/peugeot-5008/bb6e2346bb7e","1850000","10/27/2025","Peugeot","5008","2019","38000","Automatic","Cairo","Silver","Gas","null","SUV","4","1500CC"
"https://www.contactcars.com/en/used-cars/hyundai-verna/31cb24239028","320000","10/27/2025","Hyundai","Verna","2017","30000","Manual","Suez","Silver","Gas","null","Sedan","4","1600CC"
"https://www.contactcars.com/en/used-cars/skoda-octavia/f41d7c6d4612","1450000","10/27/2025","Skoda","Octavia","2021","77000","Automatic","Cairo","Gray","Gas","null","Sedan","4","1500CC"
"https://www.contactcars.com/en/used-cars/toyota-corolla/a4b09e13f5fb","1500000","10/27/2025","Toyota","Corolla","2024","29000","Automatic","Eastern","Silver","Gas","null","Sedan","4","1600CC"
"https://www.contactcars.com/en/used-cars/bmw-320i/3deb431b920b","800000","10/27/2025","BMW","320i","2011","199000","Automatic","Cairo","Gray","Gas","null","Sedan","","2000CC"
"https://www.contactcars.com/en/used-cars/hyundai-elantra_cn7/fbd970141ae6","1250000","10/27/2025","Hyundai","Elantra CN7","2023","18000","Automatic","Luxor","Gray","Gas","null","Sedan","4","1600CC"
"https://www.contactcars.com/en/used-cars/hyundai-matrix/bfb71125566c","380000","10/27/2025","Hyundai","Matrix","2006","177000","Automatic","Eastern","Silver","Gas","null","Hatchback","4","1600CC"
"https://www.contactcars.com/en/used-cars/renault-captur/10a28061a744","650000","10/27/2025","Renault","Captur","2016","62000","Automatic","Cairo","Orange","Gas","null","Hatchback","4","1200CC"
"https://www.contactcars.com/en/used-cars/toyota-corolla/2c2cfeabb1dc","580000","10/27/2025","Toyota","Corolla","2009","167000","Automatic","Giza","Black","Gas","null","Sedan","4","1600CC"
"https://www.contactcars.com/en/used-cars/skoda-kodiaq/1ed689017161","1950000","10/27/2025","Skoda","KODIAQ","2020","48500","Automatic","Port Said","Dark Grey","Gas","null","Sedan","4","1400CC"
"https://www.contactcars.com/en/used-cars/citroen-c_elysee/b2d35a292f52","730000","10/27/2025","Citroën","C-Elysee","2021","43000","Automatic","Ismailia","Dark Grey","Gas","null","Sedan","4","1600CC"
"https://www.contactcars.com/en/used-cars/bmw-x1/bd5a67179843","950000","10/27/2025","BMW","X1","2015","130000","Automatic","Eastern","White","Gas","null","Hatchback","4","2000CC"
"https://www.contactcars.com/en/used-cars/nissan-tiida/8076d3d6f12c","430000","10/27/2025","Nissan","Tiida","2011","204000","Automatic","Cairo","Champagne","Gas","null","Hatchback","4","1600CC"
"https://www.contactcars.com/en/used-cars/chevrolet-aveo/2e2fdd173648","450000","10/27/2025","Chevrolet","Aveo","2019","167000","Automatic","Giza","Navy Blue","Gas","null","Sedan","4","1500CC"
"https://www.contactcars.com/en/used-cars/renault-sandero/30c8d22ca1d8","690000","10/27/2025","Renault","Sandero","2021","57000","Automatic","Giza","Red","Gas","null","Hatchback","4","1600CC"
"https://www.contactcars.com/en/used-cars/ford-ecosport/0166bafd5cc1","900000","10/27/2025","Ford","Ecosport","2018","110000","Automatic","Giza","Gray","Diesel","null","SUV","3","1000CC"
"https://www.contactcars.com/en/used-cars/kia-cerato/9a182a959355","850000","10/27/2025","Kia","Cerato","2017","58000","Automatic","Mansoura","Gray","Gas","null","Sedan","4","1600CC"
"https://www.contactcars.com/en/used-cars/hyundai-creta/085a89978f62","865000","10/27/2025","Hyundai","Creta","2017","90000","Automatic","Giza","Silver","Diesel","null","Hatchback","4","1600CC"
"https://www.contactcars.com/en/used-cars/volkswagen-jetta/f68a2bf50c5f","600000","10/27/2025","Volkswagen","Jetta","2008","355000","Automatic","Giza","Black","Gas","null","Sedan","4","1600CC"
"https://www.contactcars.com/en/used-cars/jeep-renegade/b6f1b8844b95","1050000","10/27/2025","Jeep","Renegade","2018","51000","Automatic","Cairo","Red","Gas","null","Other","4","1400CC"
"https://www.contactcars.com/en/used-cars/mercedes-b160/ae81c6a96024","650000","10/27/2025","Mercedes","B160","2011","95437","Automatic","Giza","Black","Gas","null","Hatchback","4","1500CC"
"https://www.contactcars.com/en/used-cars/citroen-c3/1bcbe5f2f4a9","220000","10/27/2025","Citroën","C3","2005","270000","Manual","Qalyubia","Green","Gas","null","Hatchback","4","1200CC"
"https://www.contactcars.com/en/used-cars/nissan-sunny/4be3e2cd9df2","470000","10/27/2025","Nissan","Sunny","2016","143000","Automatic","Cairo","Bronze","Gas","null","Sedan","4","1500CC"
"https://www.contactcars.com/en/used-cars/renault-megane/30c9289b4c86","1150000","10/27/2025","Renault","Megane","2022","9300","Automatic","Cairo","Maroon","Gas","null","Sedan","4","1300CC"
"https://www.contactcars.com/en/used-cars/hyundai-elantra_hd/b08993d10531","730000","10/27/2025","Hyundai","Elantra HD","2017","125000","Automatic","Giza","Maroon","Gas","null","Sedan","4","1600CC"
"https://www.contactcars.com/en/used-cars/kia-cerato/759c231ee1a2","445000","10/27/2025","Kia","Cerato","2004","117000","Automatic","Dakahlia","White","Gas","null","Sedan","4","1600CC"
"https://www.contactcars.com/en/used-cars/kia-shuma/b1c58000633a","250000","10/27/2025","Kia","Shuma","2001","360000","Automatic","Giza","Green","Gas","null","Sedan","4","1600CC"
"https://www.contactcars.com/en/used-cars/fiat-tipo/c29fab22408b","760000","10/27/2025","Fiat","Tipo","2021","113000","Automatic","Giza","Navy Blue","Gas","null","Sedan","4","1600CC"
"https://www.contactcars.com/en/used-cars/skoda-superb/9807003f1519","720000","10/27/2025","Skoda","Superb","2013","233400","Manual","Cairo","Purple","Gas","null","Sedan","4","1400CC"
"https://www.contactcars.com/en/used-cars/chevrolet-captiva/0ff61fcd6595","1050000","10/27/2025","Chevrolet","Captiva","2022","15000","Automatic","Cairo","White","Gas","null","SUV","4","1500CC"
"https://www.contactcars.com/en/used-cars/ford-fiesta/d3ea9250f444","770000","10/27/2025","Ford","Fiesta","2019","85000","Automatic","Giza","Blue","Gas","null","Hatchback","3","1000CC"
"https://www.contactcars.com/en/used-cars/bmw-x5/28aa20a1fcc1","4890000","10/27/2025","BMW","X5","2023","51000","Automatic","Cairo","Black","Gas","null","SUV","8","3000CC"
"https://www.contactcars.com/en/used-cars/seat-cupra/7f5e38bf2ad0","1950000","10/27/2025","Seat","Cupra","2023","50000","Automatic","Cairo","Navy Blue","Gas","null","SUV","6","2000CC"
"https://www.contactcars.com/en/used-cars/mercedes-e_180/89c4cb7a96d7","2550000","10/27/2025","Mercedes","E 180","2018","95000","Automatic","Cairo","White","Gas","null","Sedan","4","1600CC"
"https://www.contactcars.com/en/used-cars/bmw-x1/ab612ac9907b","1550000","10/27/2025","BMW","X1","2019","89000","Automatic","Cairo","White","Gas","null","SUV","4","2000CC"
"https://www.contactcars.com/en/used-cars/honda-city/4da2cb13b149","490000","10/27/2025","Honda","City","2011","315000","Automatic","Cairo","Gray","Gas","null","Sedan","4","1500CC"
"https://www.contactcars.com/en/used-cars/nissan-sentra/217824b0991b","670000","10/27/2025","Nissan","Sentra","2018","137000","Automatic","Eastern","Gray","Gas","null","Sedan","4","1600CC"
"https://www.contactcars.com/en/used-cars/seat-tarraco/0111f94675c0","2050000","10/27/2025","Seat","Tarraco","2024","33000","Automatic","Cairo","Black","Gas","null","SUV","4","1500CC"
"https://www.contactcars.com/en/used-cars/mercedes-gls_580/a41b53dcf805","7500000","10/27/2025","Mercedes","GLS 580","2023","31000","Automatic","Giza","Gray","Gas","null","SUV","8","4000CC"
"https://www.contactcars.com/en/used-cars/peugeot-508/0edced9e1d39","1200000","10/27/2025","Peugeot","508","2020","65000","Automatic","Cairo","Dark Grey","Gas","null","Coupe","4","1600CC"
"https://www.contactcars.com/en/used-cars/chevrolet-cruze/96324ecd7c1a","340000","10/27/2025","Chevrolet","Cruze","2010","300000","Automatic","Cairo","Gold","Gas","null","Sedan","4","1600CC"
"https://www.contactcars.com/en/used-cars/peugeot-5008/b6b90f0864d0","1800000","10/27/2025","Peugeot","5008","2019","38000","Automatic","Cairo","Silver","Gas","null","SUV","4","1500CC"
"https://www.contactcars.com/en/used-cars/chevrolet-frontera/03a6a66c0d60","575000","10/27/2025","Chevrolet","Frontera","2002","312600","Automatic","Giza","Gray","Gas","null","SUV","6","3200CC"
"https://www.contactcars.com/en/used-cars/chery-tiggo_3/ba7870028b70","760000","10/27/2025","Chery","Tiggo 3","2024","40000","Automatic","Cairo","Maroon","Gas","null","SUV","4","1500CC"
"https://www.contactcars.com/en/used-cars/hyundai-avante/0d90d72246c5","470000","10/27/2025","Hyundai","Avante","2006","288000","Automatic","Cairo","Silver","Gas","null","Sedan","4","1600CC"
"https://www.contactcars.com/en/used-cars/proton-preve/a5112b427f63","690000","10/27/2025","Proton","Preve","2019","6500","Automatic","Qalyubia","White","Gas","null","Sedan","4","1600CC"
"https://www.contactcars.com/en/used-cars/mg-5/74ec0386bc4d","800000","10/27/2025","MG","5","2024","66000","Automatic","Qalyubia","Red","Gas","null","Sedan","4","1600CC"
"https://www.contactcars.com/en/used-cars/porsche-cayenne_coupe/8d1bd7e88228","9100000","10/27/2025","Porsche","Cayenne Coupe","2022","19000","Automatic","Cairo","Gray","Gas","null","SUV","8","4000CC"
"https://www.contactcars.com/en/used-cars/opel-cross_land/0d57d8893f13","780000","10/27/2025","Opel","Cross Land","2020","120000","Automatic","Cairo","Black","Gas","null","SUV","3","1200CC"
"https://www.contactcars.com/en/used-cars/kia-cerato/5c2c4ba0e36f","520000","10/27/2025","Kia","Cerato","2010","192000","Automatic","Gharbia","Silver","Gas","null","Sedan","4","1600CC"
"https://www.contactcars.com/en/used-cars/mercedes-c300/3c4db5d5199f","3600000","10/27/2025","Mercedes","C300","2019","55000","Automatic","Cairo","Blue","Gas","null","Coupe","4","3500CC"
"https://www.contactcars.com/en/used-cars/kia-cerato/3cb22b669310","405000","10/27/2025","Kia","Cerato","2008","221000","Automatic","Giza","Baby Blue","Gas","null","Sedan","4","1600CC"
"https://www.contactcars.com/en/used-cars/daewoo-lanos_ii/310caacb55f1","255000","10/27/2025","Daewoo","Lanos II","2002","190000","Manual","Cairo","Black","Gas","null","Sedan","4","1500CC"
"https://www.contactcars.com/en/used-cars/fiat-tipo/a6964de5c94c","665000","10/27/2025","Fiat","Tipo","2017","135000","Automatic","Cairo","Gray","Gas","null","Sedan","4","1600CC"
"https://www.contactcars.com/en/used-cars/brilliance-h_530/9ca7066887ce","415000","10/27/2025","Brilliance","H 530","2013","130000","Automatic","Cairo","Black","Gas","null","Sedan","4","1600CC"
"https://www.contactcars.com/en/used-cars/kia-soul/eb02fc2fd1ec","1000000","10/27/2025","Kia","Soul","2018","59000","Automatic","Ismailia","Navy Blue","Gas","null","SUV","4","1600CC"
"https://www.contactcars.com/en/used-cars/toyota-corolla/77d884be4743","1300000","10/27/2025","Toyota","Corolla","2021","30000","Automatic","Giza","Silver","Gas","null","Sedan","4","1600CC"
"https://www.contactcars.com/en/used-cars/fiat-tipo/ea350098a238","580000","10/27/2025","Fiat","Tipo","2020","150000","Manual","Giza","Brown","Gas","null","Sedan","4","1400CC"
"https://www.contactcars.com/en/used-cars/jeep-grand_cherokee/56472ab239df","2350000","10/27/2025","Jeep","Grand Cherokee","2018","93000","Automatic","Cairo","Dark Grey","Gas","null","SUV","8","5700CC"
"https://www.contactcars.com/en/used-cars/brilliance-v5/cf2257ce38dc","680000","10/27/2025","Brilliance","V5","2017","185000","Automatic","Ismailia","White","Gas","null","SUV","4","1500CC"
"https://www.contactcars.com/en/used-cars/mercedes-c180/a50e600202ed","3100000","10/27/2025","Mercedes","C180","2023","22000","Automatic","Cairo","Black","Gas","null","Sedan","4","1500CC"
"https://www.contactcars.com/en/used-cars/toyota-corolla/252f36986c35","1080000","10/27/2025","Toyota","Corolla","2021","117000","Automatic","Cairo","Red","Gas","null","Sedan","4","1600CC"
"https://www.contactcars.com/en/used-cars/chery-tiggo_8/3aeb3e79acf1","1000000","10/27/2025","Chery","Tiggo 8","2022","90000","Automatic","Cairo","Black","Gas","null","SUV","4","1600CC"
"https://www.contactcars.com/en/used-cars/daihatsu-terios/a39a80067d14","520000","10/27/2025","Daihatsu","Terios","2010","190000","Automatic","Cairo","Black","Gas","null","SUV","4","1500CC"
"https://www.contactcars.com/en/used-cars/speranza-tiggo/55a16c4f5f8a","390000","10/27/2025","Speranza","Tiggo","2011","310000","Manual","Alexandria","Blue","Gas","null","Hatchback","4","1500CC"
"https://www.contactcars.com/en/used-cars/opel-astra/d6dfe5ec6a16","640000","10/27/2025","Opel","Astra","2016","160000","Automatic","Cairo","Black","Gas","null","Sedan","4","1600CC"
"https://www.contactcars.com/en/used-cars/opel-astra/86fee49ae72a","800000","10/27/2025","Opel","Astra","2019","123000","Automatic","Cairo","Black","Gas","null","Sedan","4","1400CC"
"https://www.contactcars.com/en/used-cars/mg-hs/dcd6c07d134e","1250000","10/27/2025","MG","HS","2022","53000","Automatic","Cairo","White","Gas","null","SUV","4","1500CC"
"https://www.contactcars.com/en/used-cars/bmw-318i/16859fecb151","1350000","10/27/2025","BMW","318i","2018","77000","Automatic","Giza","Black","Gas","null","Sedan","3","1500CC"
"https://www.contactcars.com/en/used-cars/mg-350_s/526ea03e67d7","400000","10/27/2025","MG","350 S","2013","200170","Automatic","Giza","Red","Gas","null","Sedan","4","1500CC"
"https://www.contactcars.com/en/used-cars/zotye-xplosion/193618bcbf7b","280000","10/27/2025","Zotye","Xplosion","2008","92000","Manual","Cairo","Navy Blue","Gas","null","Hatchback","4","1600CC"
"https://www.contactcars.com/en/used-cars/skoda-octavia/5b861646434d","600000","10/27/2025","Skoda","Octavia","2007","208000","Automatic","Sohag","Turquoise","Gas","null","Sedan","4","1600CC"
"https://www.contactcars.com/en/used-cars/suzuki-grand_vitara/b18bbe94c898","350000","10/27/2025","Suzuki","Grand Vitara","2007","203000","Manual","Alexandria","Blue","Gas","null","SUV","4","1600CC"
"https://www.contactcars.com/en/used-cars/toyota-prado/2d090089f3c7","6300000","10/27/2025","Toyota","Prado","2023","40000","Automatic","Giza","White","Gas","null","SUV","6","4000CC"
"https://www.contactcars.com/en/used-cars/kia-cerato/0440d9b88036","625000","10/27/2025","Kia","Cerato","2011","240000","Automatic","Giza","Red","Gas","null","Sedan","4","1600CC"
"https://www.contactcars.com/en/used-cars/fiat-tipo/67adc9d1ee68","675000","10/27/2025","Fiat","Tipo","2019","80330","Automatic","Alexandria","Champagne","Gas","null","Sedan","4","1600CC"
"https://www.contactcars.com/en/used-cars/bmw-320i/75239e6e12ce","1400000","10/27/2025","BMW","320i","2013","235000","Automatic","Eastern","Maroon","Gas","null","Sedan","4","2000CC"
"https://www.contactcars.com/en/used-cars/chery-tiggo_3/6e5173da0fb2","470000","10/27/2025","Chery","Tiggo 3","2017","205000","Automatic","Giza","Silver","Gas","null","SUV","4","1600CC"
"https://www.contactcars.com/en/used-cars/mercedes-c300/3b8a5c2e4702","2200000","10/27/2025","Mercedes","C300","2020","17000","Automatic","Cairo","Silver","Gas","null","Sedan","","2000CC"
"https://www.contactcars.com/en/used-cars/skoda-kodiaq/e8e5a59c3cfd","1950000","10/27/2025","Skoda","KODIAQ","2021","36000","Automatic","Cairo","Gray","Gas","null","Hatchback","4","1400CC"
"https://www.contactcars.com/en/used-cars/hyundai-ix_20/c3c7243e6ff3","650000","10/27/2025","Hyundai","IX 20","2013","187000","Automatic","Gharbia","Red","Gas","null","Hatchback","4","1600CC"
"https://www.contactcars.com/en/used-cars/mercedes-glc_300_coupe/01fe55538651","5200000","10/27/2025","Mercedes","GLC 300 COUPE","2023","8000","Automatic","Giza","Black","Gas","null","Coupe","4","2000CC"
"https://www.contactcars.com/en/used-cars/mercedes-cle_200_coupe/f004d6f5c861","4100000","10/27/2025","Mercedes","CLE 200 coupe","2024","13000","Automatic","Cairo","Gray","Gas","null","Coupe","4","2000CC"
